timestamp,tick_index,open,high,low,close,volume,macd_fast,macd_slow,macd_diff,signal,hist,ema10,ema20,ema50,ema100,ema200,ema10_vs_20,ema20_vs_50,rsi_extreme,pine_bar_color,pine_bg_color,jerk_raw,acc_smooth,velocity,norm_jerk,pos_norm_20,tr_5d_avg,tr_20d_avg,tr_ratio_5d_20d,tr_ratio_20d_60d,readable_time
1707696000000,232,48300.00,50334.82,47710.01,49917.27,59009.9670,1486.1310,1486.1310,1486.1310,710.7980,775.3330,46216.7358,44741.1629,43218.8808,40887.5444,37428.0208,Bullish,Bullish,Overbought,Purple,green,0,0,0,0,96.1518,1854.2780,1361.2140,1.9283,0,2024-02-12 00:00:00
1707782400000,233,49917.28,50368.61,48300.95,49699.59,55551.5671,1687.6440,1687.6440,1687.6440,906.1672,781.4768,46849.9820,45213.3941,43473.0263,41062.0403,37550.1260,Bullish,Bullish,Overbought,Purple,green,0,0,0,0,93.8160,2011.17,1411.0565,1.4653,0,2024-02-13 00:00:00
1707868800000,234,49699.60,52043.71,49225.01,51795.17,57046.3740,1993.4609,1993.4609,1993.4609,1123.6259,869.8349,47749.1071,45840.2299,43799.3849,41274.5775,37691.8677,Bullish,Bullish,Overbought,Purple,green,0,0,0,0,97.9663,1983.3340,1514.4795,1.8612,0,2024-02-14 00:00:00
1707955200000,235,51795.17,52816.62,51314.00,51880.00,53816.0306,2217.1106,2217.1106,2217.1106,1342.3229,874.7877,48500.1786,46415.4461,44116.2717,41484.5859,37833.0432,Bullish,Bullish,Overbought,Purple,green,0,0,0,0,91.8001,2009.8580,1468.3955,1.0233,0,2024-02-15 00:00:00
1708041600000,236,51880.01,52572.08,51566.00,52124.11,37772.2532,2386.5416,2386.5416,2386.5416,1551.1666,835.3750,49159.0752,46959.1284,44430.3046,41695.2695,37975.2428,Bullish,Bullish,Overbought,Purple,green,0,0,0,0,93.8146,2003.9740,1478.4165,0.6805,0,2024-02-16 00:00:00
1708128000000,237,52124.10,52162.82,50625.00,51642.64,25674.0062,2453.6818,2453.6818,2453.6818,1731.6697,722.0122,49610.6324,47405.1771,44713.1413,41892.2472,38111.2368,Bullish,Bullish,Overbought,Purple,green,0,0,0,0,89.3388,1786.5760,1494.2140,1.0292,0,2024-02-17 00:00:00
1708214400000,238,51642.64,52377.00,51163.28,52137.67,21992.1036,2517.8120,2517.8120,2517.8120,1888.8981,628.9138,50070.0938,47855.8907,45004.2993,42095.1268,38250.8033,Bullish,Bullish,Overbought,Purple,green,0,0,0,0,93.7895,1615.7880,1478.4940,0.8209,0,2024-02-18 00:00:00
1708300800000,239,52137.68,52488.77,51677.00,51774.73,29534.9943,2510.4109,2510.4109,2510.4109,2013.2007,497.2102,50380.0277,48229.1135,45269.8064,42286.8021,38385.3698,Bullish,Bullish,Overbought,Purple,green,0,0,0,0,90.4697,1214.4020,1459.1640,0.5563,0,2024-02-19 00:00:00
1708387200000,240,51774.74,52985.00,50760.37,52258.82,49614.4732,2514.6205,2514.6205,2514.6205,2113.4846,401.1358,50721.6263,48612.8951,45543.8853,42484.2678,38523.4140,Bullish,Bullish,Overbought,Purple,green,0,0,0,0,93.4583,1358.8040,1496.9820,1.4861,0,2024-02-20 00:00:00
1708473600000,241,52258.82,52366.80,50625.00,51849.39,43079.4005,2456.6009,2456.6009,2456.6009,2182.1079,274.4930,50926.6742,48921.1327,45791.1600,42669.7158,38656.0108,Bullish,Bullish,Overbought,Purple,green,0,0,0,0,89.4489,1505.9480,1514.0295,1.1504,0,2024-02-21 00:00:00
1708560000000,242,51849.38,52065.78,50940.78,51288.42,35309.4457,2338.3987,2338.3987,2338.3987,2213.3660,125.0327,50992.4462,49146.5886,46006.7388,42840.3832,38781.7064,Bullish,Bullish,Overbought,Purple,green,0,0,0,0,84.2369,1423.3840,1523.2190,0.7386,0,2024-02-22 00:00:00
1708646400000,243,51288.42,51548.54,50521.00,50744.15,30545.7954,2175.7242,2175.7242,2175.7242,2205.8377,-30.1134,50947.3014,49298.7373,46192.5197,42996.8935,38900.7357,Bullish,Bullish,Overbought,Purple,green,0,0,0,0,79.1801,1386.1480,1549.5955,0.6631,0,2024-02-23 00:00:00
1708732800000,244,50744.15,51698.00,50585.00,51568.22,16560.4211,2089.2159,2089.2159,2089.2159,2182.5133,-93.2974,51060.1957,49514.8785,46403.3314,43166.6227,39026.7803,Bullish,Bullish,Overbought,Purple,green,0,0,0,0,86.7923,1446.3940,1560.3935,0.7133,0,2024-02-24 00:00:00
1708819200000,245,51568.21,51958.55,51279.80,51728.85,18721.6316,2010.4438,2010.4438,2010.4438,2148.0994,-137.6556,51181.7692,49725.7330,46612.1753,43336.1717,39153.1691,Bullish,Bullish,Overbought,Purple,green,0,0,0,0,87.9344,1137.2180,1528.7480,0.4440,0,2024-02-25 00:00:00
1708905600000,246,51728.85,54910.00,50901.44,54476.47,51256.7220,2145.0001,2145.0001,2145.0001,2147.4796,-2.4795,51780.8057,50178.1841,46920.5790,43556.7717,39305.6397,Bullish,Bullish,Overbought,Purple,green,0,0,0,0,96.4236,1590.57,1687.8770,2.3749,0,2024-02-26 00:00:00
1708992000000,247,54476.48,57588.15,54450.13,57037.34,67194.9856,2430.2632,2430.2632,2430.2632,2204.0363,226.2269,52736.5392,50831.4370,47317.3148,43823.7137,39482.0746,Bullish,Bullish,Overbought,Purple,green,0,0,0,0,95.8452,1993.1740,1764.3530,1.7786,0,2024-02-27 00:00:00
1709078400000,248,57037.35,64000.00,56691.85,62432.10,118763.4698,3056.4158,3056.4158,3056.4158,2374.5122,681.9036,54499.3685,51936.2621,47910.0514,44192.1966,39710.4330,Bullish,Bullish,Overbought,Purple,green,0,0,0,0,91.6414,3249.2960,2065.6005,3.5380,0,2024-02-28 00:00:00
1709164800000,249,62432.11,63676.35,60364.70,61130.98,78425.0760,3408.3672,3408.3672,3408.3672,2581.2832,827.0840,55705.1160,52811.9495,48428.5192,44527.6180,39923.5728,Bullish,Bullish,Overbought,Purple,green,0,0,0,0,83.3197,3689.0260,2083.2890,1.5896,0,2024-02-29 00:00:00
1709251200000,250,61130.99,63114.23,60777.00,62387.90,47737.9347,3745.5379,3745.5379,3745.5379,2814.1341,931.4038,56920.1676,53723.9448,48975.9459,44881.2870,40147.0985,Bullish,Bullish,Overbought,Purple,green,0,0,0,0,90.1957,4020.7220,2131.6505,1.0964,0,2024-03-01 00:00:00
1709337600000,251,62387.90,62433.19,61561.12,61987.28,25534.7366,3935.0606,3935.0606,3935.0606,3038.3194,896.7411,57841.4608,54510.9291,49486.1943,45220.0195,40364.4137,Bullish,Bullish,Overbought,Purple,green,0,0,0,0,87.6444,3393.4240,2123.4790,0.4107,0,2024-03-02 00:00:00
1709424000000,252,61987.28,63231.88,61320.00,63113.97,28994.9090,4128.5814,4128.5814,4128.5814,3256.3718,872.2096,58800.0988,55330.2663,50020.6169,45574.3552,40590.7774,Bullish,Bullish,Overbought,Purple,green,0,0,0,0,94.3562,3148.1960,2087.8325,0.9157,0,2024-03-03 00:00:00
1709510400000,253,63113.97,68499.00,62300.00,68245.71,84835.1600,4642.5204,4642.5204,4642.5204,3533.6015,1108.9189,60517.4827,56560.3086,50735.3264,46023.2929,40865.9509,Bullish,Bullish,Overbought,Purple,green,0,0,0,0,98.6858,2926.3660,2294.3995,2.7018,0,2024-03-04 00:00:00
1709596800000,254,68245.71,69000.00,59005.00,63724.01,132696.7813,4631.5676,4631.5676,4631.5676,3753.1948,878.3729,61100.4877,57242.5659,51244.6866,46373.8021,41093.3943,Bullish,Bullish,Overbought,Purple,green,0,0,0,0,71.4487,4263.0360,2653.2145,3.7671,0,2024-03-05 00:00:00
1709683200000,255,63724.01,67641.10,62779.14,66074.04,78738.8549,4757.6718,4757.6718,4757.6718,3954.0902,803.5816,62004.7699,58083.6586,51826.2298,46763.9058,41341.9579,Bullish,Bullish,Overbought,Purple,green,0,0,0,0,84.1660,4767.9820,2821.1815,1.7234,0,2024-03-06 00:00:00
1709769600000,256,66074.04,67980.00,65551.00,66823.17,53059.8869,4862.0125,4862.0125,4862.0125,4135.6746,726.3378,62880.8426,58915.9931,52414.3451,47161.1190,41595.5023,Bullish,Bullish,Overbought,Purple,green,0,0,0,0,88.2200,5079.3680,2892.3275,0.8398,0,2024-03-07 00:00:00
1709856000000,257,66823.18,69990.00,66082.66,68124.19,74261.9328,4992.1384,4992.1384,4992.1384,4306.9674,685.1710,63834.1785,59792.9642,53030.4175,47576.2293,41859.4693,Bullish,Bullish,Overbought,Purple,green,0,0,0,0,90.4165,5478.46,3010.8035,1.2978,0,2024-03-08 00:00:00
1709942400000,258,68124.20,68541.10,67861.10,68313.27,19872.8974,5052.2817,5052.2817,5052.2817,4456.0302,596.2515,64648.5588,60604.4219,53629.7450,47986.8638,42122.6912,Bullish,Bullish,Overbought,Purple,green,0,0,0,0,91.3877,4374.66,2984.1175,0.2279,0,2024-03-09 00:00:00
1710028800000,259,68313.28,69887.61,68094.75,68955.88,38404.6684,5093.0891,5093.0891,5093.0891,4583.4420,509.6471,65431.7081,61399.7988,54230.7699,48402.0918,42389.6881,Bullish,Bullish,Overbought,Purple,green,0,0,0,0,94.6884,2734.2320,3033.1720,0.5911,0,2024-03-10 00:00:00
1710115200000,260,68955.88,72800.00,67024.96,72078.10,75292.8257,5316.0857,5316.0857,5316.0857,4729.9708,586.1150,66640.1430,62416.7799,54930.6652,48870.9237,42685.0952,Bullish,Bullish,Overbought,Purple,green,0,0,0,0,96.7597,2916.8480,3210.6925,1.7987,0,2024-03-11 00:00:00
1710201600000,261,72078.10,73000.00,68620.82,71452.01,68783.5467,5380.2715,5380.2715,5380.2715,4860.0309,520.2406,67515.0279,63277.2780,55578.5611,49318.0739,42971.3332,Bullish,Bullish,Overbought,Purple,green,0,0,0,0,93.1136,3306.8840,3342.5615,1.3101,0,2024-03-12 00:00:00
1710288000000,262,71452.00,73650.25,71333.31,73072.41,52659.7116,5498.5086,5498.5086,5498.5086,4987.7264,510.7821,68525.4610,64210.1477,56264.5944,49788.4568,43270.8464,Bullish,Bullish,Overbought,Purple,green,0,0,0,0,97.5017,2988.8040,3402.1585,0.6810,0,2024-03-13 00:00:00
1710374400000,263,73072.40,73777.00,68555.00,71388.94,71757.6287,5394.1895,5394.1895,5394.1895,5069.0191,325.1704,69046.0936,64893.8422,56857.7060,50216.1891,43550.6284,Bullish,Bullish,Overbought,Purple,green,0,0,0,0,89.7031,3897.2040,3611.8815,1.4458,0,2024-03-14 00:00:00
1710460800000,264,71388.94,72419.71,65600.00,69499.85,103334.0355,5100.2891,5100.2891,5100.2891,5075.2731,25.0161,69128.5947,65332.5096,57353.4763,50598.0438,43808.8296,Bullish,Bullish,Overbought,Purple,green,0,0,0,0,81.3025,4902.5740,3897.2170,1.7499,0,2024-03-15 00:00:00
1710547200000,265,69499.84,70043.00,64780.00,65300.63,55926.9534,4476.9218,4476.9218,4476.9218,4955.6028,-478.6810,68432.6011,65329.4735,57665.1294,50889.1841,44022.6784,Bullish,Bullish,Overbought,Purple,green,0,0,0,0,62.9457,4800.1660,4126.4295,1.2754,0,2024-03-16 00:00:00
1710633600000,266,65300.64,68904.40,64533.00,68393.48,49742.2159,4184.2327,4184.2327,4184.2327,4801.3288,-617.0961,68425.4882,65621.2836,58085.8491,51235.8038,44265.1739,Bullish,Bullish,Overbought,Purple,green,0,0,0,0,72.1449,4798.61,4144.5715,1.0547,0,2024-03-17 00:00:00
1710720000000,267,68393.47,68956.00,66565.20,67609.99,55691.0809,3844.7336,3844.7336,3844.7336,4610.0098,-765.2761,68277.2158,65810.6842,58459.3448,51560.0451,44497.4607,Bullish,Bullish,Overbought,Purple,lightgreen,0,0,0,0,63.9043,4813.3820,4107.2105,0.5821,0,2024-03-18 00:00:00
1710806400000,268,67610.00,68124.11,61555.00,61937.40,101005.3249,3082.4154,3082.4154,3082.4154,4304.4909,-1222.0755,67124.5220,65441.8000,58595.7391,51765.5373,44670.9924,Bullish,Bullish,Normal,LightRed,lightgreen,0,0,0,0,19.8511,5082.8040,4070.2585,1.6139,0,2024-03-19 00:00:00
1710892800000,269,61937.41,68100.00,60775.00,67840.51,90420.5859,2920.9337,2920.9337,2920.9337,4027.7794,-1106.8458,67254.7017,65670.2486,58958.2791,52083.8536,44901.5349,Bullish,Bullish,Normal,LightRed,lightgreen,0,0,0,0,59.8126,5183.8620,4270.9260,1.7151,0,2024-03-20 00:00:00
1710979200000,270,67840.51,68240.47,64529.01,65501.27,53357.4800,2574.5236,2574.5236,2574.5236,3737.1283,-1162.6047,66935.8959,65654.1554,59214.8670,52349.5450,45106.5073,Bullish,Bullish,Normal,LightRed,lightgreen,0,0,0,0,43.9769,4873.5540,4339.6375,0.8552,0,2024-03-21 00:00:00
1711065600000,271,65501.28,66649.62,62260.00,63796.64,51482.3782,2137.7985,2137.7985,2137.7985,3417.2623,-1279.4638,66365.1221,65477.2492,59394.5444,52576.2202,45292.4788,Bullish,Bullish,Normal,LightRed,lightgreen,0,0,0,0,32.4373,4877.1980,4515.5150,0.9721,0,2024-03-22 00:00:00
1711152000000,272,63796.64,65999.00,63000.00,63990.01,26410.1141,1786.6982,1786.6982,1786.6982,3091.1495,-1304.4513,65933.2835,65335.6073,59574.7587,52802.2358,45478.5239,Bullish,Bullish,Normal,LightRed,lightgreen,0,0,0,0,33.7463,4998.8380,4569.8710,0.6563,0,2024-03-23 00:00:00
1711238400000,273,63990.02,67628.69,63772.29,67209.99,31395.7802,1748.1228,1748.1228,1748.1228,2822.5442,-1074.4214,66165.4120,65514.1200,59874.1796,53087.5379,45694.7574,Bullish,Bullish,Normal,LightRed,lightgreen,0,0,0,0,55.5442,4456.2960,4452.7410,0.8661,0,2024-03-24 00:00:00
1711324800000,274,67210.00,71150.00,66385.06,69880.01,53431.1449,1910.9713,1910.9713,1910.9713,2640.2296,-729.2583,66840.7934,65929.9190,60266.5651,53420.0621,45935.4067,Bullish,Bullish,Normal,LightRed,lightgreen,0,0,0,0,70.0278,3944.2840,4191.2380,1.1369,0,2024-03-25 00:00:00
1711411200000,275,69880.00,71561.10,69280.00,69988.00,38934.3842,2025.3964,2025.3964,2025.3964,2517.2629,-491.8666,67413.0128,66316.4029,60647.7978,53748.1401,46174.7360,Bullish,Bullish,Normal,LightRed,lightgreen,0,0,0,0,70.8583,3658.2120,4062.1950,0.5615,0,2024-03-26 00:00:00
1711497600000,276,69987.99,71769.54,68359.18,69469.99,49119.3568,2050.6414,2050.6414,2050.6414,2423.9386,-373.2972,67787.0087,66616.7446,60993.7661,54059.4638,46406.5295,Bullish,Bullish,Normal,LightRed,lightgreen,0,0,0,0,66.8743,3462.36,4111.2630,0.8295,0,2024-03-27 00:00:00
1711584000000,277,69469.99,71552.06,68903.62,70780.60,35439.0324,2151.6013,2151.6013,2151.6013,2369.4712,-217.8699,68331.2980,67013.3022,61377.5635,54390.5754,46649.0576,Bullish,Bullish,Overbought,Purple,lightgreen,0,0,0,0,76.9543,3392.2480,4048.3180,0.6542,0,2024-03-28 00:00:00
1711670400000,278,70780.60,70916.16,69009.00,69850.54,25445.0835,2131.9884,2131.9884,2131.9884,2321.9746,-189.9862,68607.5238,67283.5153,61709.8371,54696.7133,46879.9181,Bullish,Bullish,Overbought,Purple,lightgreen,0,0,0,0,69.8011,3002.40,4109.6760,0.4641,0,2024-03-29 00:00:00
1711756800000,279,69850.53,70321.10,69540.00,69582.18,13644.6114,2070.9184,2070.9184,2070.9184,2271.7634,-200.8450,68784.7340,67502.4358,62018.5564,54991.4751,47105.8113,Bullish,Bullish,Overbought,Purple,lightgreen,0,0,0,0,67.7371,2205.6320,4059.0880,0.1924,0,2024-03-30 00:00:00
1711843200000,280,69582.17,71366.00,69562.99,71280.01,19396.3443,2134.9107,2134.9107,2134.9107,2244.3928,-109.4821,69238.4206,67862.2048,62381.7507,55314.0203,47346.3506,Bullish,Bullish,Overbought,Purple,lightgreen,0,0,0,0,80.7953,2110.0140,3860.4865,0.4670,0,2024-03-31 00:00:00
1711929600000,281,71280.00,71288.23,68062.86,69649.80,41445.3204,2030.6724,2030.6724,2030.6724,2201.6488,-170.9763,69313.2168,68032.4519,62666.7722,55597.8971,47568.2754,Bullish,Bullish,Overbought,Purple,lightgreen,0,0,0,0,68.2572,2073.0160,3802.7960,0.8482,0,2024-04-01 00:00:00
1712016000000,282,69649.81,69674.23,64550.00,65463.99,71799.8279,1591.9519,1591.9519,1591.9519,2079.7094,-487.7574,68613.3574,67787.8365,62776.4671,55793.2653,47746.3422,Bullish,Bullish,Normal,LightRed,lightgreen,0,0,0,0,36.0636,2568.1740,3943.1605,1.2995,0,2024-04-02 00:00:00
1712102400000,283,65463.99,66903.63,64493.07,65963.28,39887.2178,1269.9126,1269.9126,1269.9126,1917.7500,-647.8375,68131.5252,67614.0692,62901.4401,55994.6517,47927.6053,Bullish,Bullish,Normal,LightRed,lightgreen,0,0,0,0,44.5548,2668.8540,3802.5885,0.6339,0,2024-04-03 00:00:00
1712188800000,284,65963.27,69309.91,65064.52,68487.79,41510.4845,1204.5160,1204.5160,1204.5160,1775.1032,-570.5872,68196.3006,67697.2807,63120.5127,56242.0406,48132.1843,Bullish,Bullish,Normal,LightRed,lightgreen,0,0,0,0,70.1511,3361.7120,3673.8725,1.1556,0,2024-04-04 00:00:00
1712275200000,285,68487.80,68756.67,65952.56,67820.62,37915.2307,1086.3311,1086.3311,1086.3311,1637.3488,-551.0177,68127.9950,67709.0273,63304.8306,56471.3194,48328.0891,Bullish,Bullish,Normal,LightRed,lightgreen,0,0,0,0,64.0829,3561.9320,3550.9280,0.7897,0,2024-04-05 00:00:00
1712361600000,286,67820.63,69692.00,67447.83,68896.00,20134.2892,1067.1416,1067.1416,1067.1416,1523.3074,-456.1658,68267.6323,67822.0723,63524.0921,56717.3527,48532.7449,Bullish,Bullish,Normal,LightRed,lightgreen,0,0,0,0,73.8639,3365.6920,3444.5665,0.6515,0,2024-04-06 00:00:00
1712448000000,287,68896.00,70326.29,68824.00,69360.39,21534.7443,1076.9913,1076.9913,1076.9913,1434.0441,-357.0529,68466.3155,67968.5788,63752.9666,56967.7099,48739.9852,Bullish,Bullish,Normal,LightRed,lightgreen,0,0,0,0,78.0878,2641.3040,3400.1410,0.4418,0,2024-04-07 00:00:00
1712534400000,288,69360.38,72797.99,69043.24,71620.00,45723.8762,1252.6887,1252.6887,1252.6887,1397.7730,-145.0844,69039.7127,68316.3332,64061.4777,57257.8542,48967.6470,Bullish,Bullish,Normal,LightRed,lightgreen,0,0,0,0,90.2022,2910.1420,3259.4230,1.1520,0,2024-04-08 00:00:00
1712620800000,289,71620.00,71758.19,68210.00,69146.00,39293.9024,1178.7115,1178.7115,1178.7115,1353.9607,-175.2492,69059.0377,68395.3491,64260.8707,57493.2630,49168.4266,Bullish,Bullish,Normal,LightRed,lightgreen,0,0,0,0,65.3445,2770.7020,3070.5825,1.1555,0,2024-04-09 00:00:00
1712707200000,290,69146.00,71172.08,67518.00,70631.08,42006.0238,1225.7875,1225.7875,1225.7875,1328.3261,-102.5386,69344.8635,68608.2758,64510.6828,57753.4178,49381.9854,Bullish,Bullish,Normal,LightRed,lightgreen,0,0,0,0,79.4372,2940.6960,3067.7135,1.1911,0,2024-04-10 00:00:00
1712793600000,291,70631.08,71305.89,69567.21,70006.23,31917.2560,1198.8558,1198.8558,1198.8558,1302.4320,-103.5763,69465.1120,68741.4143,64726.1945,57996.0478,49587.2017,Bullish,Bullish,Normal,LightRed,lightgreen,0,0,0,0,71.5068,2839.5980,2935.1665,0.5924,0,2024-04-11 00:00:00
1712880000000,292,70006.22,71227.46,65086.86,67116.52,56072.8623,933.5750,933.5750,933.5750,1228.6606,-295.0856,69038.0953,68586.6625,64819.9328,58176.6512,49761.6228,Bullish,Bullish,Normal,LightRed,lightgreen,0,0,0,0,37.0523,3767.26,3092.2465,1.9858,0,2024-04-12 00:00:00
1712966400000,293,67116.52,67929.00,60660.57,63924.51,71395.2202,460.4617,460.4617,460.4617,1075.0208,-614.5592,68108.3525,68142.6480,64784.8181,58290.4702,49902.5471,Bearish,Bullish,Normal,LightRed,lightgreen,0,0,0,0,26.8915,4469.9960,3262.8480,2.2276,0,2024-04-13 00:00:00
1713052800000,294,63924.52,65840.00,62134.00,65661.84,61599.1782,223.1318,223.1318,223.1318,904.6430,-681.5112,67663.5320,67906.3805,64819.2111,58436.4379,50059.3560,Bearish,Bullish,Normal,LightRed,lightgreen,0,0,0,0,41.2054,4501.5580,3209.9010,1.1546,0,2024-04-14 00:00:00
1713139200000,295,65661.85,66867.07,62274.40,63419.99,52389.5307,-144.1902,-144.1902,-144.1902,694.8764,-839.0666,66891.9789,67479.1052,64764.3397,58535.1221,50192.2976,Bearish,Bullish,Normal,LightRed,lightgreen,0,0,0,0,22.7348,4689.2760,3325.4795,1.3811,0,2024-04-15 00:00:00
1713225600000,296,63419.99,64365.00,61600.00,63793.39,53435.2933,-400.5480,-400.5480,-400.5480,475.7915,-876.3395,66328.5991,67128.0847,64726.2633,58639.2462,50327.6318,Bearish,Bullish,Normal,LightRed,lightgreen,0,0,0,0,25.8113,4894.54,3293.2115,0.8396,0,2024-04-16 00:00:00
1713312000000,297,63793.40,64499.00,59678.16,61277.37,50610.5451,-797.5417,-797.5417,-797.5417,221.1249,-1018.6665,65410.1938,66570.8738,64591.0126,58691.4863,50436.5845,Bearish,Bullish,Normal,LightRed,lightgreen,0,0,0,0,12.1893,4630.5880,3401.8315,1.4171,0,2024-04-17 00:00:00
1713398400000,298,61277.38,64117.09,60803.35,63470.08,43601.6092,-924.5708,-924.5708,-924.5708,-8.0142,-916.5565,65057.4459,66275.5601,64547.0544,58786.1119,50566.2710,Bearish,Bullish,Normal,LightRed,lightgreen,0,0,0,0,28.9022,3839.65,3472.1605,0.9544,0,2024-04-18 00:00:00
1713484800000,299,63470.09,65450.00,59600.01,63818.01,69774.3027,-985.8034,-985.8034,-985.8034,-203.5721,-782.2314,64832.0939,66041.5077,64518.4644,58885.7535,50698.1291,Bearish,Bullish,Normal,LightRed,lightgreen,0,0,0,0,31.9594,4268.4480,3725.6050,1.5702,0,2024-04-19 00:00:00
1713571200000,300,63818.01,65419.00,63090.07,64940.59,23137.4298,-932.9930,-932.9930,-932.9930,-349.4563,-583.5367,64851.8205,65936.6584,64535.0184,59005.6512,50839.8451,Bearish,Bullish,Normal,LightRed,lightgreen,0,0,0,0,40.4651,3815.70,3751.9010,0.6207,0,2024-04-20 00:00:00
1713657600000,301,64940.58,65695.56,64237.50,64941.15,19316.4215,-880.9402,-880.9402,-880.9402,-455.7531,-425.1872,64868.0622,65841.8481,64550.9451,59123.1858,50980.1566,Bearish,Bullish,Normal,LightRed,lightgreen,0,0,0,0,40.4694,3554.3120,3663.5355,0.3980,0,2024-04-21 00:00:00
1713744000000,302,64941.15,67232.35,64500.00,66819.32,31397.9937,-680.2934,-680.2934,-680.2934,-500.6611,-179.6323,65222.8363,65934.9407,64639.9010,59275.5845,51137.7602,Bearish,Bullish,Normal,LightRed,lightgreen,0,0,0,0,54.7001,3136.6140,3543.9415,0.7710,0,2024-04-22 00:00:00
1713830400000,303,66819.32,67183.01,65765.81,66414.00,22599.9000,-547.6721,-547.6721,-547.6721,-510.0633,-37.6088,65439.4115,65980.5654,64709.4735,59416.9393,51289.7626,Bearish,Bullish,Normal,LightRed,lightgreen,0,0,0,0,51.6290,2757.3060,3494.2735,0.4056,0,2024-04-23 00:00:00
1713916800000,304,66414.00,67070.43,63606.06,64289.59,33595.6964,-606.9938,-606.9938,-606.9938,-529.4494,-77.5444,65230.3531,65819.5201,64693.0075,59513.4274,51419.1141,Bearish,Bullish,Normal,LightRed,lightgreen,0,0,0,0,35.5326,2280.1820,3455.2225,1.0026,0,2024-04-24 00:00:00
1714003200000,305,64289.58,65297.94,62794.00,64498.34,31341.4634,-629.9012,-629.9012,-629.9012,-549.5398,-80.3614,65097.2598,65693.6934,64685.3735,59612.1386,51549.2557,Bearish,Bullish,Normal,LightRed,lightgreen,0,0,0,0,37.1142,2315.1840,3440.2140,0.7278,0,2024-04-25 00:00:00
1714089600000,306,64498.33,64820.01,63297.48,63770.01,27085.1935,-698.7706,-698.7706,-698.7706,-579.3859,-119.3847,64855.9417,65510.4855,64649.4769,59694.4727,51670.8552,Bearish,Bullish,Normal,LightRed,lightgreen,0,0,0,0,31.5957,2328.0780,3404.1320,0.4473,0,2024-04-26 00:00:00
1714176000000,307,63770.00,63923.41,62391.24,63461.98,20933.0605,-769.3372,-769.3372,-769.3372,-617.3762,-151.9610,64602.4941,65315.3897,64602.9084,59769.0768,51788.1798,Bearish,Bullish,Normal,LightRed,lightgreen,0,0,0,0,29.2618,2088.0420,3405.6260,0.4499,0,2024-04-27 00:00:00
1714262400000,308,63461.98,64370.00,62781.00,63118.62,16949.2000,-843.2475,-843.2475,-843.2475,-662.5505,-180.6970,64332.6988,65106.1735,64544.7010,59835.4044,51900.9205,Bearish,Bullish,Normal,LightRed,lightgreen,0,0,0,0,28.9403,2122.4020,3297.3385,0.4819,0,2024-04-28 00:00:00
1714348800000,309,63118.62,64228.35,61765.53,63866.00,28150.2295,-831.9247,-831.9247,-831.9247,-696.4253,-135.4994,64247.8445,64988.0618,64518.0852,59915.2181,52019.9761,Bearish,Bullish,Normal,LightRed,lightgreen,0,0,0,0,36.4431,1922.0920,3243.07,0.7594,0,2024-04-29 00:00:00
1714435200000,310,63866.00,64734.00,59191.60,60672.00,54947.6554,-1068.3650,-1068.3650,-1068.3650,-770.8133,-297.5518,63597.6909,64577.0083,64367.2584,59930.2039,52106.0658,Bearish,Bullish,Normal,LightRed,lightgreen,0,0,0,0,12.2203,2529.7840,3337.4860,1.6607,0,2024-04-30 00:00:00
1714521600000,311,60672.01,60841.63,56552.82,58364.97,81166.4682,-1425.4718,-1425.4718,-1425.4718,-901.7450,-523.7268,62646.2871,63985.3856,64131.8745,59899.2092,52168.3435,Bearish,Bearish,Normal,PureRed,red,0,0,0,0,12.3489,3083.04,3464.9925,1.2378,0,2024-05-01 00:00:00
1714608000000,312,58364.97,59625.00,56911.84,59060.61,47583.8196,-1633.5189,-1633.5189,-1633.5189,-1048.0997,-585.4191,61994.3458,63516.3593,63933.0014,59882.6033,52236.9233,Bearish,Bearish,Normal,PureRed,red,0,0,0,0,22.0442,3319.2380,3293.6205,0.8238,0,2024-05-02 00:00:00
1714694400000,313,59060.60,63333.00,58811.32,62882.01,43628.4014,-1473.0621,-1473.0621,-1473.0621,-1133.0922,-339.9699,62155.7393,63455.9451,63891.7860,59941.9974,52342.8445,Bearish,Bearish,Normal,PureRed,red,0,0,0,0,59.2647,3905.7740,3156.2830,1.4326,0,2024-05-03 00:00:00
1714780800000,314,62882.01,64540.00,62541.03,63892.04,24368.6928,-1249.9889,-1249.9889,-1249.9889,-1156.4716,-93.5174,62471.4303,63497.4780,63891.7960,60020.2161,52457.7619,Bearish,Bearish,Normal,PureRed,red,0,0,0,0,68.7223,3813.0040,3070.9315,0.6509,0,2024-05-04 00:00:00
1714867200000,315,63892.03,64646.00,62822.17,64012.00,18526.7503,-1051.4022,-1051.4022,-1051.4022,-1135.4577,84.0555,62751.5339,63546.4801,63896.5099,60099.2613,52572.7294,Bearish,Bearish,Normal,PureRed,red,0,0,0,0,69.8456,3069.29,2932.4895,0.6219,0,2024-05-05 00:00:00
1714953600000,316,64012.00,65500.00,62700.00,63165.19,34674.9195,-951.3842,-951.3842,-951.3842,-1098.6430,147.2588,62826.7441,63510.1667,63867.8307,60159.9728,52678.1271,Bearish,Bearish,Normal,PureRed,red,0,0,0,0,61.9163,2771.5280,2934.2395,0.9543,0,2024-05-06 00:00:00
